plan_id,provider_id,provider_name,plan_name,data_mb,validity_days,data_cap_per,usd_price,usd_promo_price,scope,raw_coverages,new_user_only,can_top_up,tethering,countries
6930124da494596ad6f5695c,69007ec7060073f43b25c6a8,FairPlay,FairPlay FirstFill FREE 1 GB 180 DAYS,1000,180,,0.0,,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68da51a09ecaacd99c74a32f,66e18e73597f9c6d753b7571,Roamless,FREE Germany eSIM &amp; Data,525,30,,0.0,0.0,local,[],True,True,True,"[""germany""]"
68da51a49ecaacd99c74ac8d,66e18e73597f9c6d753b7571,Roamless,FREE Europe eSIM &amp; Data,525,30,,0.0,0.0,local,[],True,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68db84c9c7d163c6f6a93a37,5c89d6b91144d06205595375,GigSky,Germany,500,7,,0.0,0.0,local,[],False,,,"[""germany""]"
68db84cbc7d163c6f6a93e24,5c89d6b91144d06205595375,GigSky,Europe,500,7,,0.0,0.0,local,[],False,,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
6910b30ec1cfe99cf3045b14,66ac21966d047ed956f30520,iRoamly,iRoamly-eSIM-500MB-1 Day-Daily-Free,500,1,,0.0,,local,[],True,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68f7a57d1a37c4b60a8c4d34,61092d9ae3da2061875bc429,Keepgo,Corvus Europe,100,7,,0.0,,local,[],True,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692edb6e2294731c96a53203,66719ce7b8d1560ec8b11691,Firsty,Firsty Free,0,1,,0.0,,local,[],False,False,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692353afb8734fbaf0232e54,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,🎁 $0.50 + VPN | Vodafone/O2 Germany - Best Coverage (500MB/1Days),500,1,,0.5,0.475,local,[],False,,True,"[""germany""]"
68da253a184401d0d814c3bb,5d16f93191d4f93192b3349c,RedteaGO,Europe (37 countries),200,1,,0.52,0.494,local,[],False,,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dab1eeef4f54f532e1a81f,5d4a55600c59513ea8d90d02,Yesim,Germany,500,3,,0.52382835,0.0,local,[],True,,True,"[""germany""]"
692485eae80c3c2b83a6bca1,5d4a55600c59513ea8d90d02,Yesim,Europe &amp; UK,500,3,,0.52382835,0.0,local,[],True,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68db770835850fa8f214c8b4,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [33 Countries] 1 Day 500MB/Day,500,1,,0.69,0.621,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68da253a184401d0d814c2fa,5d16f93191d4f93192b3349c,RedteaGO,Germany,300,1,,0.7,0.6649999999999999,local,[],False,,,"[""germany""]"
68da253a184401d0d814c3ba,5d16f93191d4f93192b3349c,RedteaGO,Europe (37 countries),300,1,,0.7,0.6649999999999999,local,[],False,,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68da253a184401d0d814c45a,5d16f93191d4f93192b3349c,RedteaGO,Europe Plus,300,1,,0.7,0.6649999999999999,local,[],False,,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68a8a05cbb78507dd9fcd80e,651a85325fee853583ffe8e5,eSIM4Travel,Best Europe 35 - 1GB/1Days,1000,1,,0.8,0.7200000000000001,local,[],False,True,True,"[""czechia"", ""germany"", ""austria""]"
69313850fc4bdfc04c6b117a,6747c8e603e7509b3dc0bfc3,Earth Esim,500MB/1 Day Germany 5G eSIM,500,1,,0.8,,local,[],False,False,True,"[""germany""]"
68a8a084bb78507dd9fd5478,6569737630f6dcfb30352bf3,EZsim,Europe 35 - 1GB/1Days,1000,1,,0.85,0.765,local,[],False,True,True,"[""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eae015,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 1 Day / Daily 500MB,500,1,day,0.9,0.0,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af5ace2426a757676a2,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [45 countries] 1 Day 500MB/Day,500,1,,0.92,0.8280000000000001,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc693badbaffe4b0eb705a,6875cc9ee40f4fd4c110ce88,abesteSIM,Germany - 1 Day/Daily 500MB,500,1,day,0.9413802689929006,,local,[],False,False,True,"[""germany""]"
690ddb2cbe7b5f01b13262f3,690be215e0554199685a1ecb,SIMPULSE,Germany - 500MB - 1 Day,500,1,,0.9728087915761324,,local,[],False,,True,"[""germany""]"
68dc6720adbaffe4b0eadfe8,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 1 Day / Daily 1GB,1000,1,day,0.98,0.0,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6729adbaffe4b0eae5eb,65fd5b85efc7ee1e3444055a,MicroEsim,Germany 5G 1 Day / Daily 500MB,500,1,day,0.98,0.0,local,[],False,False,True,"[""germany""]"
68dcc92ad08bf4821b68ef06,63c9055d1fddfcd02ef84f69,Textr eSIM,Germany 1GB,1000,7,,0.99,,local,[],False,,,"[""germany""]"
68f5ad8a87f82b9b2996b0a7,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,3,,0.99,0.891,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ea1489f8b7ea68fc7b3f3a,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 36 Countries 1 Day / Daily 500MB,500,1,day,0.99,0.0,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
691e45cf9770d5a26f7d64bc,68a99855f4b71e31b8711ba0,eSIM Prime,Germany 500MB 1 day,500,1,,0.99,0.9405,local,[],False,True,True,"[""germany""]"
69313850fc4bdfc04c6b1141,6747c8e603e7509b3dc0bfc3,Earth Esim,300MB/1 Day Europe Region eSIM,300,1,,0.99,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68f0e6a10195a163f3ff8f06,68c90ae5674c19ea079110fd,Orbit Mobile,Global Pass,1000,1,,1.0,0.8,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69313850fc4bdfc04c6b1179,6747c8e603e7509b3dc0bfc3,Earth Esim,1GB/1 Day Germany 5G eSIM,1000,1,,1.0,,local,[],False,False,True,"[""germany""]"
693066b4e9f167c30f3c60ed,68b5073e7deca5e79fd665bb,Wiiline,eSIM Plan - Europe 26 Countries - 1 Day 502MB,502,1,,1.0,0.9,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f8d08bf4821b68ccee,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe A 500MB/Daily 1Day,500,1,,1.0,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f8d08bf4821b68cd0d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe F 500MB/Daily 1Day,500,1,,1.0,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f9d08bf4821b68cd4d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe G 500MB/Daily 1Day,500,1,,1.0,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692eea05daa093a5e19febf8,67234c91e7fe43281f91e226,MobileSIM,Europe 500 MB for 3 days,500,3,,1.0,,local,[],False,True,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692c63b56d787277596ae47b,68b5073e7deca5e79fd665bb,Wiiline,eSIM Plan for 1 Day 0.49GB Germany,490,1,,1.0,0.9,local,[],False,True,True,"[""germany""]"
68e78da456a8f8ab68ed980c,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 41 Countries 5G 1 Day / Total 200MB,200,1,day,1.01,0.010000000000000009,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af6ace2426a7576774a,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [41 countries] 1 Day 500MB/Day,500,1,,1.04,0.936,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6937adbaffe4b0eb6a17,6875cc9ee40f4fd4c110ce88,abesteSIM,Germany - 1 Day/Total 200MB,200,1,day,1.0494075129756926,,local,[],False,False,True,"[""germany""]"
68e78fa556a8f8ab68edc1d8,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (41 Countries) - 1 Day/Total 200MB,200,1,day,1.0494075129756926,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ef689eec150ed1688f4502,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 1 Day / Daily 500MB,500,1,day,1.07,0.07000000000000006,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68f5ad8a87f82b9b2996b0a8,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,7,,1.09,0.9810000000000001,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af5ace2426a757676c0,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [45 countries] 1 Day 1GB/Day,1000,1,,1.11,0.9990000000000001,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68f5bb77c54242bb0ba1ff8e,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,14,,1.19,1.071,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69252401502181cc3396a494,691a70e2a3dd350531e33c74,eSimfly,Germany 1GB 7Days,1000,7,,1.19,1.1305,local,[],False,True,True,"[""germany""]"
68dc6729adbaffe4b0eae5a8,65fd5b85efc7ee1e3444055a,MicroEsim,Germany 5G 1 Day / Daily 1GB,1000,1,day,1.2,0.19999999999999996,local,[],False,False,True,"[""germany""]"
691fcdc0374ee93c0d6bd305,663a2caf5fddf2d5b402fd46,mobineX,Unlimited Standard,1000,1,,1.2,1.08,local,[],False,True,,"[""germany""]"
692f9fe138b3fe95f86d68e1,663a2caf5fddf2d5b402fd46,mobineX,Unlimited Standard,1000,1,,1.2,1.08,local,[],False,True,,"[""germany""]"
68ef689eec150ed1688f44e7,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 1 Day / Daily 1GB,1000,1,day,1.23,0.22999999999999998,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ea1489f8b7ea68fc7b3f06,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 36 Countries 1 Day / Daily 1GB,1000,1,day,1.24,0.24,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af5ace2426a757676df,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [45 countries] 1 Day 2GB/Day,2000,1,,1.25,1.125,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f8d08bf4821b68ccf6,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe A 1GB/Daily 1Day,1000,1,,1.25,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f9d08bf4821b68cd15,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe F 1GB/Daily 1Day,1000,1,,1.25,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f9d08bf4821b68cd55,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe G 1GB/Daily 1Day,1000,1,,1.25,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68e78da456a8f8ab68ed9826,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 41 Countries 5G 1 Day / Daily 500MB,500,1,day,1.26,0.26,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6938adbaffe4b0eb6bed,6875cc9ee40f4fd4c110ce88,abesteSIM,Germany - 1 Day/Daily 1GB,1000,1,day,1.2808944643673894,,local,[],False,False,True,"[""germany""]"
68f5ad8a87f82b9b2996b0a6,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,20,,1.29,1.161,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eadff4,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 3 Days / Total 1GB,1000,3,,1.3,0.30000000000000004,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc693badbaffe4b0eb70ed,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe &amp; Asia &amp; US (41 Countries) - 1 Day/Daily 500MB,500,1,day,1.3040431595065591,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68e78fa556a8f8ab68edc1f5,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (49 Destinations) - 1 Day/Daily 500MB,500,1,day,1.3271918546457286,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692710d6ac6d3aa736a6e4de,690c7118e055419968646f6e,Spark Roam,1 GB / 7 Days,1000,7,,1.33,,local,[],False,False,,"[""germany""]"
692d7e7bf7ef4d8763d404fc,690c7118e055419968646f6e,Spark Roam,1 GB / 7 Days,1000,7,,1.33,,local,[],False,False,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692f929c490fb1e1c840e3c3,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM Germany 1GB 7Days Economy,1000,7,,1.3619537099999999,1.3210950986999999,local,[],False,True,,"[""germany""]"
68db69d127a6d0119329edeb,656019a51f0926ec7c9be0d2,EscapeSIM,Germany 1GB,1000,14,,1.38679723357829,,local,[],False,True,True,"[""germany""]"
68dc6721adbaffe4b0eae02b,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 5 Days / Total 1GB,1000,5,,1.39,0.3899999999999999,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc92bd08bf4821b68f27e,63c9055d1fddfcd02ef84f69,Textr eSIM,Europe 1GB,1000,7,,1.39,,local,[],False,,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68f5bb77c54242bb0ba1ff8d,6893406fad0c5ce27be2e9bd,BambooSIM,Europe eSIM,1000,30,,1.39,1.251,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69077807a930c70d6ca34e88,663a2caf5fddf2d5b402fd46,mobineX,Unlimited Standard,1000,1,,1.4,1.2599999999999998,local,[],False,True,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6733adbaffe4b0eafd0b,65fd5b85efc7ee1e3444055a,MicroEsim,Europe &amp; Asia &amp; US 41 Countries 1 Day / Daily 500MB,500,1,day,1.4,0.3999999999999999,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68a8a05cbb78507dd9fcdb31,651a85325fee853583ffe8e5,eSIM4Travel,"Germany (Vodafone, T-Mobile, O2) - 1GB/7Days",1000,7,,1.42,1.278,local,[],False,True,True,"[""germany""]"
68df9882360e65d654ed48cf,68d9f58e1ca1afab5066f0bd,ESIM888,Germany (1GB/7DAYS),1000,7,,1.44,1.296,local,[],False,,,"[""germany""]"
68fab96120f67bea75847cfe,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 5G 49 Destinations 1 Day / Daily 500MB,500,1,day,1.44,0.43999999999999995,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eae04f,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 7 Days / Total 1GB,1000,7,,1.47,0.47,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dfb36cff55de2461cf5c12,6764f0cca7e04a963bb3a185,eSIMCard,"1GB Data For 1Day in Germany, Unthrottled",1000,1,,1.48,1.3319999999999999,local,[],False,True,True,"[""germany""]"
68dcc8f1d08bf4821b68c8ec,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe B 500MB/Daily 1Day,500,1,,1.49,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68d50bf600caad49ca94ef4b,66ac21966d047ed956f30520,iRoamly,Germany-eSIM-1GB-1 Day-Daily,1000,1,,1.5,,local,[],False,False,True,"[""germany""]"
68d50bf600caad49ca94ef69,66ac21966d047ed956f30520,iRoamly,Germany-eSIM-1GB-3 Days-Total,1000,3,,1.5,,local,[],False,False,True,"[""germany""]"
69252401502181cc3396a410,691a70e2a3dd350531e33c74,eSimfly,Europe 1 GB 7 Days,1000,7,,1.5,1.425,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc93cd08bf4821b68fd7e,648ad56367000ad251f95680,Monty eSIM,Europe+,500,2,,1.5,,local,[],False,,,"[""czechia"", ""germany"", ""austria""]"
692eea05daa093a5e19febf9,67234c91e7fe43281f91e226,MobileSIM,Global 200 MB for 30 days,200,30,,1.5,,local,[],False,True,,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692674e9d4a03ed5584d54f7,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ Vodafone/O2 Germany - Best Coverage (500MB/1Days),500,1,,1.51,1.4345,local,[],False,,True,"[""germany""]"
68dfb36cff55de2461cf5c1c,6764f0cca7e04a963bb3a185,eSIMCard,"1GB Data For 7Day in Germany, Unthrottled",1000,7,,1.52,1.368,local,[],False,True,True,"[""germany""]"
68dc6943adbaffe4b0eb7d2c,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe &amp; Asia &amp; US (41 Countries) - 1 Day/Daily 1GB,1000,1,day,1.535530110898256,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eae030,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 10 Days / Total 1GB,1000,10,,1.56,0.56,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
690ddb2dbe7b5f01b1326674,690be215e0554199685a1ecb,SIMPULSE,Germany - 1GB - 1 Day,1000,1,,1.5858115917473938,,local,[],False,,True,"[""germany""]"
68a8a05cbb78507dd9fcd73c,651a85325fee853583ffe8e5,eSIM4Travel,Best Europe 35 - 1GB/7Days,1000,7,,1.6,1.4400000000000002,local,[],False,True,True,"[""czechia"", ""germany"", ""austria""]"
68a8a084bb78507dd9fd5d0b,6569737630f6dcfb30352bf3,EZsim,Germany - 1GB/7Days,1000,7,,1.6,1.4400000000000002,local,[],False,True,True,"[""germany""]"
68d50bf600caad49ca94ef6a,66ac21966d047ed956f30520,iRoamly,Germany-eSIM-1GB-5 Days-Total,1000,5,,1.6,,local,[],False,False,True,"[""germany""]"
68dcca7ad08bf4821b69537d,675932492a67cac0f31af1af,esimzon,Germany 1GB 30Days,1000,30,,1.6,1.552,local,[],False,False,False,"[""germany""]"
68e78fa556a8f8ab68edc1b6,6875cc9ee40f4fd4c110ce88,abesteSIM,Europe (41 Countries) - 1 Day/Daily 1GB,1000,1,day,1.6049761963157652,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ef689eec150ed1688f4528,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 3 Days / Total 1GB,1000,3,,1.61,0.6100000000000001,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
6930d63d89f979da0f0aff70,67f0abeb2a0a3aefec7a4e0f,nextSIM,eSIM 1GB 7 Days Germany,1000,7,,1.6180475699999999,1.5695061429,local,[],False,True,,"[""germany""]"
68db770835850fa8f214c8b6,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [33 Countries] 3 Days 500MB/Day,500,3,day,1.63,1.4669999999999999,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eae050,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 1 Day / Daily 2GB,2000,1,day,1.65,0.6499999999999999,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6721adbaffe4b0eae073,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 15 Days / Total 1GB,1000,15,,1.65,0.6499999999999999,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68e4c05c3b384a9b04a8e462,648ad56367000ad251f95680,Monty eSIM,Germany,1000,7,,1.65,,local,[],False,,,"[""germany""]"
68db69d327a6d0119329f585,656019a51f0926ec7c9be0d2,EscapeSIM,EU 36 1GB,1000,7,,1.6522129720621734,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af5ace2426a757676a1,5eb95317a5faaf0b7dfa9b24,Billion Connect,Global eSIM [45 countries] 1 Day 3GB/Day,3000,1,,1.67,1.503,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af6ace2426a7576774c,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [41 countries] 3 Days 500MB/Day,500,3,day,1.67,1.503,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc693badbaffe4b0eb6ec1,6875cc9ee40f4fd4c110ce88,abesteSIM,Germany - 3 Days/Daily 500MB,500,3,day,1.6975709768724438,,local,[],False,False,True,"[""germany""]"
68d50bf600caad49ca94ef6b,66ac21966d047ed956f30520,iRoamly,Germany-eSIM-1GB-7 Days-Total,1000,7,,1.7,,local,[],False,False,True,"[""germany""]"
68dc6733adbaffe4b0eafcd8,65fd5b85efc7ee1e3444055a,MicroEsim,Europe &amp; Asia &amp; US 41 Countries 1 Day / Daily 1GB,1000,1,day,1.7,0.7,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
690ddb2dbe7b5f01b1326669,690be215e0554199685a1ecb,SIMPULSE,Germany - 1GB - 7 Days,1000,7,,1.7057469222156842,,local,[],False,,True,"[""germany""]"
68db69d227a6d0119329f3c2,656019a51f0926ec7c9be0d2,EscapeSIM,Europe And USA 1GB,1000,14,,1.7185669066831442,,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ef689eec150ed1688f451a,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 5 Days / Total 1GB,1000,5,,1.72,0.72,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f8d08bf4821b68ccfe,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe A 2GB/Daily 1Day,2000,1,,1.74,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f9d08bf4821b68cd1d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe F 2GB/Daily 1Day,2000,1,,1.74,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dcc8f9d08bf4821b68cd5d,63760bdc4e2b1c13f365b600,Yoho Mobile,Europe G 2GB/Daily 1Day,2000,1,,1.74,,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6720adbaffe4b0eadfbf,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 30 Days / Total 1GB,1000,30,,1.74,0.74,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
6936d15fcb1832e7dda61131,6284ecd32e3b6ce037733d6e,BNESIM,Surf 1GB in Germany for 30 days,1000,30,,1.74,1.479,local,[],False,False,True,"[""germany""]"
68dc6721adbaffe4b0eae078,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 33 Countries 3 Days / Daily 500MB,500,3,day,1.74,0.74,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68b1d4fb2f01bb37575e61e5,66719ce7b8d1560ec8b11691,Firsty,Firsty Comfort+ (Germany) - 1 Day,1500,1,,1.7460945,,local,[],False,True,,"[""germany""]"
69342e6c0b7aef14cde4bb25,6284ecd32e3b6ce037733d6e,BNESIM,Surf 1GB in Europe per 30 days,1000,30,,1.75,1.4875,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68e78da456a8f8ab68ed981a,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 41 Countries 5G 1 Day / Daily 1GB,1000,1,day,1.77,0.77,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69254af6ace2426a75767749,5eb95317a5faaf0b7dfa9b24,Billion Connect,Europe eSIM [41 countries] 1 Day 1GB/Day,1000,1,,1.77,1.593,local,[],False,,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
69337aa2c2faa6824b84cd44,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ Vodafone/O2 Germany - Best Coverage (1GB/7Days),1000,7,,1.77,1.6815,local,[],False,,True,"[""germany""]"
69372955cf85a1dd5bef6d19,691a70e2a3dd350531e33c74,eSimfly,Europe 1 GB 5 Days,1000,5,,1.77,1.6815,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68dc6729adbaffe4b0eae5e9,65fd5b85efc7ee1e3444055a,MicroEsim,Germany 5G 1 Day / Daily 2GB,2000,1,day,1.78,0.78,local,[],False,False,True,"[""germany""]"
68dcca40d08bf4821b694518,66fb8684e6cdd578fe555fdc,Supera link,Germany - Regular,1000,7,,1.78,1.513,local,[],False,True,True,"[""germany""]"
68d50bf600caad49ca94ef6c,66ac21966d047ed956f30520,iRoamly,Germany-eSIM-1GB-10 Days-Total,1000,10,,1.8,,local,[],False,False,True,"[""germany""]"
6911a2652906a873e809c599,6703d78781b690b781d3bac0,Simfinity,eSIM:  Europe +,100,1,,1.8,1.62,local,[],False,True,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
6911b0408f00a3318ff21212,6703d78781b690b781d3bac0,Simfinity,Germany,100,1,,1.8,1.62,local,[],False,True,True,"[""germany""]"
68dc6729adbaffe4b0eae582,65fd5b85efc7ee1e3444055a,MicroEsim,Germany 5G 3 Days / Daily 500MB,500,3,day,1.82,0.8200000000000001,local,[],False,False,True,"[""germany""]"
692353adb8734fbaf02328e2,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ [5G] Vodafone/O2 Germany - Best 5G Coverage (1GB/7Days),1000,7,,1.83,1.7385000000000002,local,[],False,,True,"[""germany""]"
68ea1489f8b7ea68fc7b3f30,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 36 Countries 1 Day / Daily 2GB,2000,1,day,1.84,0.8400000000000001,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
68ef689eec150ed1688f44e8,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 42 Countries 7 Days / Total 1GB,1000,7,,1.84,0.8400000000000001,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
692353b1b8734fbaf0233137,68c14302db0d9dcc729f5232,ESIM.DOG 🐶,⚡️ [5G] Vodafone/O2 Germany - Best Unlimited 5G Coverage,1000,1,,1.89,1.7954999999999999,local,[],False,,True,"[""germany""]"
68ea1489f8b7ea68fc7b3f0e,65fd5b85efc7ee1e3444055a,MicroEsim,Europe 36 Countries 3 Days / Daily 500MB,500,3,day,1.89,0.8899999999999999,local,[],False,False,True,"[""slovakia"", ""czechia"", ""germany"", ""austria""]"
6936c4c0bf8e875bfac516ff,6686050b234c9994fcbd5060,Truely,"Germany - 300MB, 2 days",300,2,,1.89,1.7009999999999998,local,[],False,True,True,"[""germany""]"
